Timestamp,Domain,Response_Time_ms
25-07-1930 11:18,google.com,24.5
30-07-2025 11:19,google.com,25.6
30-07-2025 11:19,google.com,23.3
30-07-2025 11:19,google.com,timeout
30-07-2025 11:25,google.com,62.5
30-07-2025 11:24,google.com,timeout
30-07-2025 11:30,google.com,72.6
